Cat	Human	Pig	Rabbit	Rat	Dog	Sheep
ENSFCAG00000011317_Cat(Cat)	ENSG00000071127_Human(Human)	ENSSSCG00000036501_Pig(Pig)	ENSOCUG00000002549_Rabbit(Rabbit)	ENSRNOG00000028498_Rat(Rat)	ENSCAFG00000015524_Dog(Dog)	ENSOARG00000007939_Sheep(Sheep)
ENSFCAG00000004470_Cat(Cat)	ENSG00000110218_Human(Human)	ENSSSCG00000032360_Pig(Pig)	ENSOCUG00000009473_Rabbit(Rabbit)	ENSRNOG00000010060_Rat(Rat)	ENSCAFG00000004176_Dog(Dog)	ENSOARG00000001833_Sheep(Sheep)
ENSFCAG00000010641_Cat(Cat)	ENSG00000090581_Human(Human)	ENSSSCG00000008031_Pig(Pig)	ENSOCUG00000021624_Rabbit(Rabbit)	ENSRNOG00000024455_Rat(Rat)	ENSCAFG00000019583_Dog(Dog)	ENSOARG00000015574_Sheep(Sheep)
ENSFCAG00000027350_Cat(Cat)	ENSG00000118308_Human(Human)	ENSSSCG00000000563_Pig(Pig)	ENSOCUG00000015956_Rabbit(Rabbit)	ENSRNOG00000029308_Rat(Rat)	ENSCAFG00000011458_Dog(Dog)	ENSOARG00000020043_Sheep(Sheep)
ENSFCAG00000008686_Cat(Cat)	ENSG00000185015_Human(Human)	ENSSSCG00000006143_Pig(Pig)	ENSOCUG00000007328_Rabbit(Rabbit)	ENSRNOG00000021323_Rat(Rat)	ENSCAFG00000030792_Dog(Dog)	ENSOARG00000013577_Sheep(Sheep)
ENSFCAG00000007595_Cat(Cat)	ENSG00000163219_Human(Human)	ENSSSCG00000008344_Pig(Pig)	ENSOCUG00000010212_Rabbit(Rabbit)	ENSRNOG00000009347_Rat(Rat)	ENSCAFG00000003268_Dog(Dog)	ENSOARG00000019876_Sheep(Sheep)
ENSFCAG00000006596_Cat(Cat)	ENSG00000103021_Human(Human)	ENSSSCG00000002803_Pig(Pig)	ENSOCUG00000008832_Rabbit(Rabbit)	ENSRNOG00000051510_Rat(Rat)	ENSCAFG00000008509_Dog(Dog)	ENSOARG00000001313_Sheep(Sheep)
ENSFCAG00000008881_Cat(Cat)	ENSG00000135299_Human(Human)	ENSSSCG00000004322_Pig(Pig)	ENSOCUG00000004531_Rabbit(Rabbit)	ENSRNOG00000007110_Rat(Rat)	ENSCAFG00000003105_Dog(Dog)	ENSOARG00000012668_Sheep(Sheep)
ENSFCAG00000002726_Cat(Cat)	ENSG00000090863_Human(Human)	ENSSSCG00000030420_Pig(Pig)	ENSOCUG00000003425_Rabbit(Rabbit)	ENSRNOG00000018668_Rat(Rat)	ENSCAFG00000020113_Dog(Dog)	ENSOARG00000005736_Sheep(Sheep)
ENSFCAG00000023195_Cat(Cat)	ENSG00000125871_Human(Human)	ENSSSCG00000007089_Pig(Pig)	ENSOCUG00000017083_Rabbit(Rabbit)	ENSRNOG00000028196_Rat(Rat)	ENSCAFG00000005454_Dog(Dog)	ENSOARG00000018167_Sheep(Sheep)
ENSFCAG00000007090_Cat(Cat)	ENSG00000138081_Human(Human)	ENSSSCG00000029485_Pig(Pig)	ENSOCUG00000014631_Rabbit(Rabbit)	ENSRNOG00000016396_Rat(Rat)	ENSCAFG00000002669_Dog(Dog)	ENSOARG00000004937_Sheep(Sheep)
ENSFCAG00000024639_Cat(Cat)	ENSG00000104218_Human(Human)	ENSSSCG00000006202_Pig(Pig)	ENSOCUG00000015847_Rabbit(Rabbit)	ENSRNOG00000021718_Rat(Rat)	ENSCAFG00000007411_Dog(Dog)	ENSOARG00000000745_Sheep(Sheep)
ENSFCAG00000041340_Cat(Cat)	ENSG00000136048_Human(Human)	ENSSSCG00000023972_Pig(Pig)	ENSOCUG00000016500_Rabbit(Rabbit)	ENSRNOG00000038916_Rat(Rat)	ENSCAFG00000007257_Dog(Dog)	ENSOARG00000015467_Sheep(Sheep)
ENSFCAG00000031999_Cat(Cat)	ENSG00000183607_Human(Human)	ENSSSCG00000038802_Pig(Pig)	ENSOCUG00000010225_Rabbit(Rabbit)	ENSRNOG00000009256_Rat(Rat)	ENSCAFG00000003273_Dog(Dog)	ENSOARG00000019851_Sheep(Sheep)
ENSFCAG00000029046_Cat(Cat)	ENSG00000112357_Human(Human)	ENSSSCG00000004160_Pig(Pig)	ENSOCUG00000005413_Rabbit(Rabbit)	ENSRNOG00000012322_Rat(Rat)	ENSCAFG00000000253_Dog(Dog)	ENSOARG00000000382_Sheep(Sheep)
ENSFCAG00000009755_Cat(Cat)	ENSG00000180992_Human(Human)	ENSSSCG00000001696_Pig(Pig)	ENSOCUG00000015740_Rabbit(Rabbit)	ENSRNOG00000019734_Rat(Rat)	ENSCAFG00000031182_Dog(Dog)	ENSOARG00000008429_Sheep(Sheep)
ENSFCAG00000031627_Cat(Cat)	ENSG00000139350_Human(Human)	ENSSSCG00000000890_Pig(Pig)	ENSOCUG00000010944_Rabbit(Rabbit)	ENSRNOG00000004011_Rat(Rat)	ENSCAFG00000006509_Dog(Dog)	ENSOARG00000012759_Sheep(Sheep)
ENSFCAG00000039840_Cat(Cat)	ENSG00000189043_Human(Human)	ENSSSCG00000024313_Pig(Pig)	ENSOCUG00000014194_Rabbit(Rabbit)	ENSRNOG00000005512_Rat(Rat)	ENSCAFG00000003134_Dog(Dog)	ENSOARG00000006367_Sheep(Sheep)
ENSFCAG00000012694_Cat(Cat)	ENSG00000183421_Human(Human)	ENSSSCG00000012083_Pig(Pig)	ENSOCUG00000002711_Rabbit(Rabbit)	ENSRNOG00000001618_Rat(Rat)	ENSCAFG00000010213_Dog(Dog)	ENSOARG00000010412_Sheep(Sheep)
ENSFCAG00000015025_Cat(Cat)	ENSG00000143033_Human(Human)	ENSSSCG00000006898_Pig(Pig)	ENSOCUG00000013736_Rabbit(Rabbit)	ENSRNOG00000000075_Rat(Rat)	ENSCAFG00000020147_Dog(Dog)	ENSOARG00000016589_Sheep(Sheep)
ENSFCAG00000038678_Cat(Cat)	ENSG00000131791_Human(Human)	ENSSSCG00000006703_Pig(Pig)	ENSOCUG00000009325_Rabbit(Rabbit)	ENSRNOG00000018166_Rat(Rat)	ENSCAFG00000010859_Dog(Dog)	ENSOARG00000020520_Sheep(Sheep)
ENSFCAG00000026168_Cat(Cat)	ENSG00000006377_Human(Human)	ENSSSCG00000033314_Pig(Pig)	ENSOCUG00000008609_Rabbit(Rabbit)	ENSRNOG00000010822_Rat(Rat)	ENSCAFG00000002187_Dog(Dog)	ENSOARG00000004436_Sheep(Sheep)
ENSFCAG00000000452_Cat(Cat)	ENSG00000077152_Human(Human)	ENSSSCG00000010923_Pig(Pig)	ENSOCUG00000010249_Rabbit(Rabbit)	ENSRNOG00000005038_Rat(Rat)	ENSCAFG00000010509_Dog(Dog)	ENSOARG00000018545_Sheep(Sheep)
ENSFCAG00000001785_Cat(Cat)	ENSG00000170011_Human(Human)	ENSSSCG00000011269_Pig(Pig)	ENSOCUG00000004332_Rabbit(Rabbit)	ENSRNOG00000018797_Rat(Rat)	ENSCAFG00000005114_Dog(Dog)	ENSOARG00000002539_Sheep(Sheep)
ENSFCAG00000045844_Cat(Cat)	ENSG00000136936_Human(Human)	ENSSSCG00000005368_Pig(Pig)	ENSOCUG00000013881_Rabbit(Rabbit)	ENSRNOG00000009576_Rat(Rat)	ENSCAFG00000002454_Dog(Dog)	ENSOARG00000011207_Sheep(Sheep)
ENSFCAG00000042131_Cat(Cat)	ENSG00000115539_Human(Human)	ENSSSCG00000033885_Pig(Pig)	ENSOCUG00000001469_Rabbit(Rabbit)	ENSRNOG00000013286_Rat(Rat)	ENSCAFG00000002226_Dog(Dog)	ENSOARG00000013299_Sheep(Sheep)
ENSFCAG00000039128_Cat(Cat)	ENSG00000011638_Human(Human)	ENSSSCG00000031876_Pig(Pig)	ENSOCUG00000009948_Rabbit(Rabbit)	ENSRNOG00000048250_Rat(Rat)	ENSCAFG00000017819_Dog(Dog)	ENSOARG00000014419_Sheep(Sheep)
ENSFCAG00000043746_Cat(Cat)	ENSG00000146955_Human(Human)	ENSSSCG00000038693_Pig(Pig)	ENSOCUG00000004389_Rabbit(Rabbit)	ENSRNOG00000009030_Rat(Rat)	ENSCAFG00000003959_Dog(Dog)	ENSOARG00000013047_Sheep(Sheep)
ENSFCAG00000012790_Cat(Cat)	ENSG00000204178_Human(Human)	ENSSSCG00000030682_Pig(Pig)	ENSOCUG00000001827_Rabbit(Rabbit)	ENSRNOG00000056156_Rat(Rat)	ENSCAFG00000012804_Dog(Dog)	ENSOARG00000006067_Sheep(Sheep)
ENSFCAG00000022830_Cat(Cat)	ENSG00000070669_Human(Human)	ENSSSCG00000015340_Pig(Pig)	ENSOCUG00000022945_Rabbit(Rabbit)	ENSRNOG00000007546_Rat(Rat)	ENSCAFG00000002222_Dog(Dog)	ENSOARG00000004686_Sheep(Sheep)
ENSFCAG00000034238_Cat(Cat)	ENSG00000134107_Human(Human)	ENSSSCG00000036136_Pig(Pig)	ENSOCUG00000015177_Rabbit(Rabbit)	ENSRNOG00000007152_Rat(Rat)	ENSCAFG00000005621_Dog(Dog)	ENSOARG00000007840_Sheep(Sheep)
ENSFCAG00000018749_Cat(Cat)	ENSG00000078403_Human(Human)	ENSSSCG00000011085_Pig(Pig)	ENSOCUG00000006040_Rabbit(Rabbit)	ENSRNOG00000022249_Rat(Rat)	ENSCAFG00000004145_Dog(Dog)	ENSOARG00000000698_Sheep(Sheep)
ENSFCAG00000001206_Cat(Cat)	ENSG00000136937_Human(Human)	ENSSSCG00000005366_Pig(Pig)	ENSOCUG00000013853_Rabbit(Rabbit)	ENSRNOG00000023605_Rat(Rat)	ENSCAFG00000002445_Dog(Dog)	ENSOARG00000011233_Sheep(Sheep)
ENSFCAG00000013041_Cat(Cat)	ENSG00000157800_Human(Human)	ENSSSCG00000032266_Pig(Pig)	ENSOCUG00000008847_Rabbit(Rabbit)	ENSRNOG00000008725_Rat(Rat)	ENSCAFG00000003973_Dog(Dog)	ENSOARG00000012780_Sheep(Sheep)
ENSFCAG00000024870_Cat(Cat)	ENSG00000166974_Human(Human)	ENSSSCG00000003738_Pig(Pig)	ENSOCUG00000003781_Rabbit(Rabbit)	ENSRNOG00000047261_Rat(Rat)	ENSCAFG00000017942_Dog(Dog)	ENSOARG00000005783_Sheep(Sheep)
ENSFCAG00000005267_Cat(Cat)	ENSG00000140718_Human(Human)	ENSSSCG00000035949_Pig(Pig)	ENSOCUG00000001741_Rabbit(Rabbit)	ENSRNOG00000011728_Rat(Rat)	ENSCAFG00000009463_Dog(Dog)	ENSOARG00000017939_Sheep(Sheep)
ENSFCAG00000009746_Cat(Cat)	ENSG00000172426_Human(Human)	ENSSSCG00000001691_Pig(Pig)	ENSOCUG00000005537_Rabbit(Rabbit)	ENSRNOG00000019474_Rat(Rat)	ENSCAFG00000001924_Dog(Dog)	ENSOARG00000008093_Sheep(Sheep)
ENSFCAG00000009294_Cat(Cat)	ENSG00000164236_Human(Human)	ENSSSCG00000039609_Pig(Pig)	ENSOCUG00000002595_Rabbit(Rabbit)	ENSRNOG00000010888_Rat(Rat)	ENSCAFG00000009997_Dog(Dog)	ENSOARG00000013954_Sheep(Sheep)
ENSFCAG00000023865_Cat(Cat)	ENSG00000158748_Human(Human)	ENSSSCG00000025244_Pig(Pig)	ENSOCUG00000020985_Rabbit(Rabbit)	ENSRNOG00000049761_Rat(Rat)	ENSCAFG00000023125_Dog(Dog)	ENSOARG00000009788_Sheep(Sheep)
ENSFCAG00000031618_Cat(Cat)	ENSG00000115392_Human(Human)	ENSSSCG00000008394_Pig(Pig)	ENSOCUG00000005105_Rabbit(Rabbit)	ENSRNOG00000027249_Rat(Rat)	ENSCAFG00000002940_Dog(Dog)	ENSOARG00000001759_Sheep(Sheep)
ENSFCAG00000009332_Cat(Cat)	ENSG00000143153_Human(Human)	ENSSSCG00000006296_Pig(Pig)	ENSOCUG00000006867_Rabbit(Rabbit)	ENSRNOG00000002934_Rat(Rat)	ENSCAFG00000015258_Dog(Dog)	ENSOARG00000009371_Sheep(Sheep)
ENSFCAG00000013595_Cat(Cat)	ENSG00000076003_Human(Human)	ENSSSCG00000035564_Pig(Pig)	ENSOCUG00000016538_Rabbit(Rabbit)	ENSRNOG00000003703_Rat(Rat)	ENSCAFG00000005143_Dog(Dog)	ENSOARG00000010614_Sheep(Sheep)
ENSFCAG00000007396_Cat(Cat)	ENSG00000165633_Human(Human)	ENSSSCG00000010385_Pig(Pig)	ENSOCUG00000007504_Rabbit(Rabbit)	ENSRNOG00000020078_Rat(Rat)	ENSCAFG00000006604_Dog(Dog)	ENSOARG00000001870_Sheep(Sheep)
ENSFCAG00000005844_Cat(Cat)	ENSG00000136811_Human(Human)	ENSSSCG00000005651_Pig(Pig)	ENSOCUG00000012298_Rabbit(Rabbit)	ENSRNOG00000014584_Rat(Rat)	ENSCAFG00000020054_Dog(Dog)	ENSOARG00000010125_Sheep(Sheep)
ENSFCAG00000039724_Cat(Cat)	ENSG00000170802_Human(Human)	ENSSSCG00000029593_Pig(Pig)	ENSOCUG00000009784_Rabbit(Rabbit)	ENSRNOG00000040110_Rat(Rat)	ENSCAFG00000029603_Dog(Dog)	ENSOARG00000004763_Sheep(Sheep)
ENSFCAG00000006533_Cat(Cat)	ENSG00000100416_Human(Human)	ENSSSCG00000000007_Pig(Pig)	ENSOCUG00000003664_Rabbit(Rabbit)	ENSRNOG00000016465_Rat(Rat)	ENSCAFG00000000779_Dog(Dog)	ENSOARG00000019475_Sheep(Sheep)
ENSFCAG00000013867_Cat(Cat)	ENSG00000164591_Human(Human)	ENSSSCG00000035729_Pig(Pig)	ENSOCUG00000013346_Rabbit(Rabbit)	ENSRNOG00000057139_Rat(Rat)	ENSCAFG00000018088_Dog(Dog)	ENSOARG00000007579_Sheep(Sheep)
ENSFCAG00000025546_Cat(Cat)	ENSG00000117133_Human(Human)	ENSSSCG00000022145_Pig(Pig)	ENSOCUG00000014803_Rabbit(Rabbit)	ENSRNOG00000015969_Rat(Rat)	ENSCAFG00000020311_Dog(Dog)	ENSOARG00000013867_Sheep(Sheep)
ENSFCAG00000039920_Cat(Cat)	ENSG00000125482_Human(Human)	ENSSSCG00000005725_Pig(Pig)	ENSOCUG00000005633_Rabbit(Rabbit)	ENSRNOG00000039777_Rat(Rat)	ENSCAFG00000019895_Dog(Dog)	ENSOARG00000006189_Sheep(Sheep)
ENSFCAG00000009599_Cat(Cat)	ENSG00000174640_Human(Human)	ENSSSCG00000011641_Pig(Pig)	ENSOCUG00000000025_Rabbit(Rabbit)	ENSRNOG00000009005_Rat(Rat)	ENSCAFG00000006695_Dog(Dog)	ENSOARG00000008351_Sheep(Sheep)
ENSFCAG00000009131_Cat(Cat)	ENSG00000166971_Human(Human)	ENSSSCG00000026181_Pig(Pig)	ENSOCUG00000002885_Rabbit(Rabbit)	ENSRNOG00000011956_Rat(Rat)	ENSCAFG00000009500_Dog(Dog)	ENSOARG00000017853_Sheep(Sheep)
ENSFCAG00000022598_Cat(Cat)	ENSG00000122432_Human(Human)	ENSSSCG00000029882_Pig(Pig)	ENSOCUG00000006613_Rabbit(Rabbit)	ENSRNOG00000015678_Rat(Rat)	ENSCAFG00000020309_Dog(Dog)	ENSOARG00000013942_Sheep(Sheep)
ENSFCAG00000009744_Cat(Cat)	ENSG00000124688_Human(Human)	ENSSSCG00000016346_Pig(Pig)	ENSOCUG00000005532_Rabbit(Rabbit)	ENSRNOG00000019463_Rat(Rat)	ENSCAFG00000001922_Dog(Dog)	ENSOARG00000008010_Sheep(Sheep)
ENSFCAG00000018845_Cat(Cat)	ENSG00000086589_Human(Human)	ENSSSCG00000023231_Pig(Pig)	ENSOCUG00000011532_Rabbit(Rabbit)	ENSRNOG00000019235_Rat(Rat)	ENSCAFG00000018082_Dog(Dog)	ENSOARG00000007633_Sheep(Sheep)
ENSFCAG00000046319_Cat(Cat)	ENSG00000117151_Human(Human)	ENSSSCG00000003758_Pig(Pig)	ENSOCUG00000003059_Rabbit(Rabbit)	ENSRNOG00000015573_Rat(Rat)	ENSCAFG00000020306_Dog(Dog)	ENSOARG00000013959_Sheep(Sheep)
ENSFCAG00000026461_Cat(Cat)	ENSG00000114480_Human(Human)	ENSSSCG00000012000_Pig(Pig)	ENSOCUG00000005912_Rabbit(Rabbit)	ENSRNOG00000051232_Rat(Rat)	ENSCAFG00000007846_Dog(Dog)	ENSOARG00000016844_Sheep(Sheep)
ENSFCAG00000039648_Cat(Cat)	ENSG00000117592_Human(Human)	ENSSSCG00000022742_Pig(Pig)	ENSOCUG00000015217_Rabbit(Rabbit)	ENSRNOG00000002896_Rat(Rat)	ENSCAFG00000014579_Dog(Dog)	ENSOARG00000011789_Sheep(Sheep)
ENSFCAG00000043095_Cat(Cat)	ENSG00000117614_Human(Human)	ENSSSCG00000037481_Pig(Pig)	ENSOCUG00000013050_Rabbit(Rabbit)	ENSRNOG00000060597_Rat(Rat)	ENSCAFG00000012895_Dog(Dog)	ENSOARG00000006348_Sheep(Sheep)
ENSFCAG00000036616_Cat(Cat)	ENSG00000020633_Human(Human)	ENSSSCG00000032686_Pig(Pig)	ENSOCUG00000017751_Rabbit(Rabbit)	ENSRNOG00000054217_Rat(Rat)	ENSCAFG00000012903_Dog(Dog)	ENSOARG00000006421_Sheep(Sheep)
ENSFCAG00000011904_Cat(Cat)	ENSG00000080802_Human(Human)	ENSSSCG00000021354_Pig(Pig)	ENSOCUG00000013448_Rabbit(Rabbit)	ENSRNOG00000010795_Rat(Rat)	ENSCAFG00000003223_Dog(Dog)	ENSOARG00000008803_Sheep(Sheep)
ENSFCAG00000024646_Cat(Cat)	ENSG00000138780_Human(Human)	ENSSSCG00000023548_Pig(Pig)	ENSOCUG00000003884_Rabbit(Rabbit)	ENSRNOG00000011669_Rat(Rat)	ENSCAFG00000010916_Dog(Dog)	ENSOARG00000009956_Sheep(Sheep)
ENSFCAG00000022640_Cat(Cat)	ENSG00000116990_Human(Human)	ENSSSCG00000039761_Pig(Pig)	ENSOCUG00000025113_Rabbit(Rabbit)	ENSRNOG00000014259_Rat(Rat)	ENSCAFG00000003022_Dog(Dog)	ENSOARG00000020147_Sheep(Sheep)
ENSFCAG00000034397_Cat(Cat)	ENSG00000137876_Human(Human)	ENSSSCG00000024983_Pig(Pig)	ENSOCUG00000007447_Rabbit(Rabbit)	ENSRNOG00000052787_Rat(Rat)	ENSCAFG00000015904_Dog(Dog)	ENSOARG00000020910_Sheep(Sheep)
ENSFCAG00000001168_Cat(Cat)	ENSG00000172367_Human(Human)	ENSSSCG00000027710_Pig(Pig)	ENSOCUG00000016937_Rabbit(Rabbit)	ENSRNOG00000008526_Rat(Rat)	ENSCAFG00000028507_Dog(Dog)	ENSOARG00000014468_Sheep(Sheep)
ENSFCAG00000046243_Cat(Cat)	ENSG00000171246_Human(Human)	ENSSSCG00000017144_Pig(Pig)	ENSOCUG00000012979_Rabbit(Rabbit)	ENSRNOG00000003741_Rat(Rat)	ENSCAFG00000005689_Dog(Dog)	ENSOARG00000000585_Sheep(Sheep)
ENSFCAG00000004231_Cat(Cat)	ENSG00000148143_Human(Human)	ENSSSCG00000031592_Pig(Pig)	ENSOCUG00000012546_Rabbit(Rabbit)	ENSRNOG00000032048_Rat(Rat)	ENSCAFG00000002774_Dog(Dog)	ENSOARG00000007213_Sheep(Sheep)
ENSFCAG00000040500_Cat(Cat)	ENSG00000205189_Human(Human)	ENSSSCG00000006155_Pig(Pig)	ENSOCUG00000001857_Rabbit(Rabbit)	ENSRNOG00000061862_Rat(Rat)	ENSCAFG00000008416_Dog(Dog)	ENSOARG00000008508_Sheep(Sheep)
ENSFCAG00000005295_Cat(Cat)	ENSG00000143633_Human(Human)	ENSSSCG00000010176_Pig(Pig)	ENSOCUG00000005657_Rabbit(Rabbit)	ENSRNOG00000019169_Rat(Rat)	ENSCAFG00000011843_Dog(Dog)	ENSOARG00000003225_Sheep(Sheep)
ENSFCAG00000042054_Cat(Cat)	ENSG00000178171_Human(Human)	ENSSSCG00000016391_Pig(Pig)	ENSOCUG00000001909_Rabbit(Rabbit)	ENSRNOG00000023603_Rat(Rat)	ENSCAFG00000004206_Dog(Dog)	ENSOARG00000009407_Sheep(Sheep)
ENSFCAG00000009644_Cat(Cat)	ENSG00000131746_Human(Human)	ENSSSCG00000017470_Pig(Pig)	ENSOCUG00000002830_Rabbit(Rabbit)	ENSRNOG00000027350_Rat(Rat)	ENSCAFG00000016044_Dog(Dog)	ENSOARG00000014652_Sheep(Sheep)
ENSFCAG00000043033_Cat(Cat)	ENSG00000103187_Human(Human)	ENSSSCG00000037645_Pig(Pig)	ENSOCUG00000014762_Rabbit(Rabbit)	ENSRNOG00000016257_Rat(Rat)	ENSCAFG00000032529_Dog(Dog)	ENSOARG00000010925_Sheep(Sheep)
ENSFCAG00000031661_Cat(Cat)	ENSG00000141570_Human(Human)	ENSSSCG00000034146_Pig(Pig)	ENSOCUG00000007962_Rabbit(Rabbit)	ENSRNOG00000048113_Rat(Rat)	ENSCAFG00000031851_Dog(Dog)	ENSOARG00000002654_Sheep(Sheep)
ENSFCAG00000042946_Cat(Cat)	ENSG00000053900_Human(Human)	ENSSSCG00000025902_Pig(Pig)	ENSOCUG00000016004_Rabbit(Rabbit)	ENSRNOG00000004130_Rat(Rat)	ENSCAFG00000016439_Dog(Dog)	ENSOARG00000007172_Sheep(Sheep)
ENSFCAG00000001289_Cat(Cat)	ENSG00000146007_Human(Human)	ENSSSCG00000029158_Pig(Pig)	ENSOCUG00000004255_Rabbit(Rabbit)	ENSRNOG00000016016_Rat(Rat)	ENSCAFG00000005907_Dog(Dog)	ENSOARG00000018690_Sheep(Sheep)
ENSFCAG00000002900_Cat(Cat)	ENSG00000143842_Human(Human)	ENSSSCG00000015277_Pig(Pig)	ENSOCUG00000023464_Rabbit(Rabbit)	ENSRNOG00000028353_Rat(Rat)	ENSCAFG00000009614_Dog(Dog)	ENSOARG00000002079_Sheep(Sheep)
ENSFCAG00000009865_Cat(Cat)	ENSG00000135052_Human(Human)	ENSSSCG00000010955_Pig(Pig)	ENSOCUG00000001999_Rabbit(Rabbit)	ENSRNOG00000018400_Rat(Rat)	ENSCAFG00000001350_Dog(Dog)	ENSOARG00000008790_Sheep(Sheep)
ENSFCAG00000043941_Cat(Cat)	ENSG00000162694_Human(Human)	ENSSSCG00000006861_Pig(Pig)	ENSOCUG00000002011_Rabbit(Rabbit)	ENSRNOG00000014323_Rat(Rat)	ENSCAFG00000020002_Dog(Dog)	ENSOARG00000018348_Sheep(Sheep)
ENSFCAG00000028126_Cat(Cat)	ENSG00000164294_Human(Human)	ENSSSCG00000021973_Pig(Pig)	ENSOCUG00000015267_Rabbit(Rabbit)	ENSRNOG00000010461_Rat(Rat)	ENSCAFG00000028869_Dog(Dog)	ENSOARG00000007965_Sheep(Sheep)
ENSFCAG00000028988_Cat(Cat)	ENSG00000156384_Human(Human)	ENSSSCG00000010608_Pig(Pig)	ENSOCUG00000012794_Rabbit(Rabbit)	ENSRNOG00000012641_Rat(Rat)	ENSCAFG00000031542_Dog(Dog)	ENSOARG00000006415_Sheep(Sheep)
ENSFCAG00000022790_Cat(Cat)	ENSG00000113583_Human(Human)	ENSSSCG00000032323_Pig(Pig)	ENSOCUG00000013705_Rabbit(Rabbit)	ENSRNOG00000006148_Rat(Rat)	ENSCAFG00000029752_Dog(Dog)	ENSOARG00000013696_Sheep(Sheep)
ENSFCAG00000005913_Cat(Cat)	ENSG00000023516_Human(Human)	ENSSSCG00000009430_Pig(Pig)	ENSOCUG00000016016_Rabbit(Rabbit)	ENSRNOG00000009987_Rat(Rat)	ENSCAFG00000004677_Dog(Dog)	ENSOARG00000007363_Sheep(Sheep)
ENSFCAG00000029823_Cat(Cat)	ENSG00000170577_Human(Human)	ENSSSCG00000008446_Pig(Pig)	ENSOCUG00000027205_Rabbit(Rabbit)	ENSRNOG00000058827_Rat(Rat)	ENSCAFG00000002550_Dog(Dog)	ENSOARG00000006034_Sheep(Sheep)
ENSFCAG00000032160_Cat(Cat)	ENSG00000089775_Human(Human)	ENSSSCG00000039616_Pig(Pig)	ENSOCUG00000011738_Rabbit(Rabbit)	ENSRNOG00000006441_Rat(Rat)	ENSCAFG00000016027_Dog(Dog)	ENSOARG00000021151_Sheep(Sheep)
ENSFCAG00000007724_Cat(Cat)	ENSG00000188811_Human(Human)	ENSSSCG00000037746_Pig(Pig)	ENSOCUG00000004777_Rabbit(Rabbit)	ENSRNOG00000010843_Rat(Rat)	ENSCAFG00000005999_Dog(Dog)	ENSOARG00000009644_Sheep(Sheep)
ENSFCAG00000014700_Cat(Cat)	ENSG00000161011_Human(Human)	ENSSSCG00000014016_Pig(Pig)	ENSOCUG00000015445_Rabbit(Rabbit)	ENSRNOG00000003147_Rat(Rat)	ENSCAFG00000000360_Dog(Dog)	ENSOARG00000002683_Sheep(Sheep)
ENSFCAG00000009874_Cat(Cat)	ENSG00000111726_Human(Human)	ENSSSCG00000034733_Pig(Pig)	ENSOCUG00000013129_Rabbit(Rabbit)	ENSRNOG00000013816_Rat(Rat)	ENSCAFG00000011862_Dog(Dog)	ENSOARG00000020204_Sheep(Sheep)
ENSFCAG00000015434_Cat(Cat)	ENSG00000158352_Human(Human)	ENSSSCG00000012309_Pig(Pig)	ENSOCUG00000014342_Rabbit(Rabbit)	ENSRNOG00000002959_Rat(Rat)	ENSCAFG00000016028_Dog(Dog)	ENSOARG00000009463_Sheep(Sheep)
ENSFCAG00000028960_Cat(Cat)	ENSG00000151135_Human(Human)	ENSSSCG00000038968_Pig(Pig)	ENSOCUG00000009563_Rabbit(Rabbit)	ENSRNOG00000006987_Rat(Rat)	ENSCAFG00000001800_Dog(Dog)	ENSOARG00000017795_Sheep(Sheep)
ENSFCAG00000030849_Cat(Cat)	ENSG00000011523_Human(Human)	ENSSSCG00000008360_Pig(Pig)	ENSOCUG00000016996_Rabbit(Rabbit)	ENSRNOG00000027282_Rat(Rat)	ENSCAFG00000003184_Dog(Dog)	ENSOARG00000020001_Sheep(Sheep)
ENSFCAG00000013789_Cat(Cat)	ENSG00000198612_Human(Human)	ENSSSCG00000016323_Pig(Pig)	ENSOCUG00000007341_Rabbit(Rabbit)	ENSRNOG00000019635_Rat(Rat)	ENSCAFG00000030168_Dog(Dog)	ENSOARG00000019114_Sheep(Sheep)
ENSFCAG00000026739_Cat(Cat)	ENSG00000168564_Human(Human)	ENSSSCG00000015779_Pig(Pig)	ENSOCUG00000005491_Rabbit(Rabbit)	ENSRNOG00000022736_Rat(Rat)	ENSCAFG00000007890_Dog(Dog)	ENSOARG00000007148_Sheep(Sheep)
ENSFCAG00000032823_Cat(Cat)	ENSG00000154582_Human(Human)	ENSSSCG00000006176_Pig(Pig)	ENSOCUG00000001764_Rabbit(Rabbit)	ENSRNOG00000031730_Rat(Rat)	ENSCAFG00000008152_Dog(Dog)	ENSOARG00000006293_Sheep(Sheep)
ENSFCAG00000005325_Cat(Cat)	ENSG00000162129_Human(Human)	ENSSSCG00000036887_Pig(Pig)	ENSOCUG00000017356_Rabbit(Rabbit)	ENSRNOG00000019693_Rat(Rat)	ENSCAFG00000005720_Dog(Dog)	ENSOARG00000005285_Sheep(Sheep)
ENSFCAG00000006569_Cat(Cat)	ENSG00000109265_Human(Human)	ENSSSCG00000008903_Pig(Pig)	ENSOCUG00000012185_Rabbit(Rabbit)	ENSRNOG00000002139_Rat(Rat)	ENSCAFG00000002202_Dog(Dog)	ENSOARG00000003424_Sheep(Sheep)
ENSFCAG00000002678_Cat(Cat)	ENSG00000135900_Human(Human)	ENSSSCG00000016232_Pig(Pig)	ENSOCUG00000013542_Rabbit(Rabbit)	ENSRNOG00000015231_Rat(Rat)	ENSCAFG00000016214_Dog(Dog)	ENSOARG00000020409_Sheep(Sheep)
